colour	y	x	group	showSelected1	PANEL
#00BFC4	3.34685523462656	94	4	validation	1
#00BFC4	3.34685523462656	95	4	validation	1
#00BFC4	3.34685523462656	96	4	validation	1
#00BFC4	3.34685523462656	97	4	validation	1
#00BFC4	3.34685523462656	98	4	validation	1
#00BFC4	3.34685523462656	99	4	validation	1
#00BFC4	3.34685523462656	100	4	validation	1
#00BFC4	3.34685523462656	101	4	validation	1
#00BFC4	3.34685523462656	102	4	validation	1
#00BFC4	3.34685523462656	103	4	validation	1
#00BFC4	2.63710975379604	104	4	validation	1
#00BFC4	2.63559544004392	105	4	validation	1
#00BFC4	2.64514697685127	106	4	validation	1
#00BFC4	2.64617184414268	107	4	validation	1
#00BFC4	2.64697453978039	108	4	validation	1
#00BFC4	2.65620429917536	109	4	validation	1
#00BFC4	2.66070643633148	110	4	validation	1
#00BFC4	2.66468397873553	111	4	validation	1
#00BFC4	2.67588690670713	112	4	validation	1
#00BFC4	2.68407706339316	113	4	validation	1
#00BFC4	2.70278798320717	114	4	validation	1
#00BFC4	2.72315710972511	115	4	validation	1
#00BFC4	2.7383217498075	116	4	validation	1
#00BFC4	2.77199120416823	117	4	validation	1
#00BFC4	2.827353885335	118	4	validation	1
#00BFC4	2.90269838475576	119	4	validation	1
#00BFC4	3.01254773937369	120	4	validation	1
#F8766D	1.59549478376676	0	1	subtrain	2
#F8766D	1.30371301351489	1	1	subtrain	2
#F8766D	1.15589236972377	2	1	subtrain	2
#F8766D	1.15589236972377	3	1	subtrain	2
#F8766D	1.12088287269631	4	1	subtrain	2
#F8766D	0.989099037806073	5	1	subtrain	2
#F8766D	0.989099037806073	6	1	subtrain	2
#F8766D	0.989099037806073	7	1	subtrain	2
#F8766D	0.955907618546092	8	1	subtrain	2
#F8766D	0.923360972812938	9	1	subtrain	2
#F8766D	0.923360972812938	10	1	subtrain	2
#F8766D	0.923360972812938	11	1	subtrain	2
#F8766D	0.923360972812938	12	1	subtrain	2
#F8766D	0.918261566101582	13	1	subtrain	2
#F8766D	0.918261566101582	14	1	subtrain	2
#F8766D	0.918261566101582	15	1	subtrain	2
#F8766D	0.918261566101582	16	1	subtrain	2
#F8766D	0.918261566101582	17	1	subtrain	2
#F8766D	0.911367858153681	18	1	subtrain	2
#F8766D	0.911367858153681	19	1	subtrain	2
#F8766D	0.911367858153681	20	1	subtrain	2
#F8766D	0.90962719657738	21	1	subtrain	2
#F8766D	0.90962719657738	22	1	subtrain	2
#F8766D	0.90962719657738	23	1	subtrain	2
#F8766D	0.90962719657738	24	1	subtrain	2
#F8766D	0.90962719657738	25	1	subtrain	2
#F8766D	0.90962719657738	26	1	subtrain	2
#F8766D	0.90962719657738	27	1	subtrain	2
#F8766D	0.90962719657738	28	1	subtrain	2
#F8766D	0.90962719657738	29	1	subtrain	2
#F8766D	0.90962719657738	30	1	subtrain	2
#F8766D	0.90962719657738	31	1	subtrain	2
#F8766D	0.90962719657738	32	1	subtrain	2
#F8766D	0.888176195491748	33	1	subtrain	2
#F8766D	0.888176195491748	34	1	subtrain	2
#F8766D	0.888176195491748	35	1	subtrain	2
#F8766D	0.871362696482098	36	1	subtrain	2
#F8766D	0.871362696482098	37	1	subtrain	2
#F8766D	0.871362696482098	38	1	subtrain	2
#F8766D	0.871362696482098	39	1	subtrain	2
#F8766D	0.871362696482098	40	1	subtrain	2
#F8766D	0.871362696482098	41	1	subtrain	2
#F8766D	0.869453706674766	42	1	subtrain	2
#F8766D	0.869453706674766	43	1	subtrain	2
#F8766D	0.869453706674766	44	1	subtrain	2
#F8766D	0.869453706674766	45	1	subtrain	2
#F8766D	0.869453706674766	46	1	subtrain	2
#F8766D	0.869453706674766	47	1	subtrain	2
#F8766D	0.869453706674766	48	1	subtrain	2
#F8766D	0.869453706674766	49	1	subtrain	2
#F8766D	0.869453706674766	50	1	subtrain	2
#F8766D	0.861732712529804	51	1	subtrain	2
#F8766D	0.859780823932282	52	1	subtrain	2
#F8766D	0.859780823932282	53	1	subtrain	2
#F8766D	0.859780823932282	54	1	subtrain	2
#F8766D	0.851884343086248	55	1	subtrain	2
#F8766D	0.851884343086248	56	1	subtrain	2
#F8766D	0.851884343086248	57	1	subtrain	2
#F8766D	0.851884343086248	58	1	subtrain	2
#F8766D	0.851884343086248	59	1	subtrain	2
#F8766D	0.851884343086248	60	1	subtrain	2
#00BFC4	1.59564699483926	0	2	validation	2
#00BFC4	1.33763808699836	1	2	validation	2
#00BFC4	1.20128144652552	2	2	validation	2
#00BFC4	1.20128144652552	3	2	validation	2
#00BFC4	1.16607413829816	4	2	validation	2
#00BFC4	1.07157019505598	5	2	validation	2
#00BFC4	1.07157019505598	6	2	validation	2
#00BFC4	1.07157019505598	7	2	validation	2
#00BFC4	1.04942006709434	8	2	validation	2
#00BFC4	1.01801160284272	9	2	validation	2
#00BFC4	1.01801160284272	10	2	validation	2
#00BFC4	1.01801160284272	11	2	validation	2
#00BFC4	1.01801160284272	12	2	validation	2
#00BFC4	1.00979127259603	13	2	validation	2
#00BFC4	1.00979127259603	14	2	validation	2
#00BFC4	1.00979127259603	15	2	validation	2
#00BFC4	1.00979127259603	16	2	validation	2
#00BFC4	1.00979127259603	17	2	validation	2
#00BFC4	1.02340663472943	18	2	validation	2
#00BFC4	1.02340663472943	19	2	validation	2
#00BFC4	1.02340663472943	20	2	validation	2
#00BFC4	1.02873546823449	21	2	validation	2
#00BFC4	1.02873546823449	22	2	validation	2
#00BFC4	1.02873546823449	23	2	validation	2
#00BFC4	1.02873546823449	24	2	validation	2
#00BFC4	1.02873546823449	25	2	validation	2
#00BFC4	1.02873546823449	26	2	validation	2
#00BFC4	1.02873546823449	27	2	validation	2
#00BFC4	1.02873546823449	28	2	validation	2
#00BFC4	1.02873546823449	29	2	validation	2
#00BFC4	1.02873546823449	30	2	validation	2
#00BFC4	1.02873546823449	31	2	validation	2
#00BFC4	1.02873546823449	32	2	validation	2
#00BFC4	0.995735208131567	33	2	validation	2
#00BFC4	0.995735208131567	34	2	validation	2
#00BFC4	0.995735208131567	35	2	validation	2
#00BFC4	0.995735208131567	36	2	validation	2
#00BFC4	0.995735208131567	37	2	validation	2
#00BFC4	0.995735208131567	38	2	validation	2
#00BFC4	0.995735208131567	39	2	validation	2
#00BFC4	0.995735208131567	40	2	validation	2
#00BFC4	0.995735208131567	41	2	validation	2
#00BFC4	1.00701621854126	42	2	validation	2
#00BFC4	1.00701621854126	43	2	validation	2
#00BFC4	1.00701621854126	44	2	validation	2
#00BFC4	1.00701621854126	45	2	validation	2
#00BFC4	1.00701621854126	46	2	validation	2
#00BFC4	1.00701621854126	47	2	validation	2
#00BFC4	1.00701621854126	48	2	validation	2
#00BFC4	1.00701621854126	49	2	validation	2
#00BFC4	1.00701621854126	50	2	validation	2
#00BFC4	1.00701621854126	51	2	validation	2
#00BFC4	1.0313755644007	52	2	validation	2
#00BFC4	1.0313755644007	53	2	validation	2
#00BFC4	1.0313755644007	54	2	validation	2
#00BFC4	1.02873546823449	55	2	validation	2
#00BFC4	1.02873546823449	56	2	validation	2
#00BFC4	1.02873546823449	57	2	validation	2
#00BFC4	1.02873546823449	58	2	validation	2
#00BFC4	1.02873546823449	59	2	validation	2
#00BFC4	1.02873546823449	60	2	validation	2
#F8766D	0.851884343086248	60	3	subtrain	2
#F8766D	0.851884343086248	61	3	subtrain	2
#F8766D	0.851884343086248	62	3	subtrain	2
#F8766D	0.851884343086248	63	3	subtrain	2
#F8766D	0.851884343086248	64	3	subtrain	2
#F8766D	0.851884343086248	65	3	subtrain	2
#F8766D	0.859780823932282	66	3	subtrain	2
#F8766D	0.859780823932282	67	3	subtrain	2
#F8766D	0.859780823932282	68	3	subtrain	2
#F8766D	0.859780823932282	69	3	subtrain	2
#F8766D	0.859780823932282	70	3	subtrain	2
#F8766D	0.859780823932282	71	3	subtrain	2
#F8766D	0.859780823932282	72	3	subtrain	2
#F8766D	0.859780823932282	73	3	subtrain	2
#F8766D	0.859780823932282	74	3	subtrain	2
#F8766D	0.859780823932282	75	3	subtrain	2
#F8766D	0.859780823932282	76	3	subtrain	2
#F8766D	0.861732712529804	77	3	subtrain	2
#F8766D	0.861732712529804	78	3	subtrain	2
#F8766D	0.861732712529804	79	3	subtrain	2
#F8766D	0.878915834372543	80	3	subtrain	2
#F8766D	0.878915834372543	81	3	subtrain	2
#F8766D	0.878915834372543	82	3	subtrain	2
#F8766D	0.878915834372543	83	3	subtrain	2
#F8766D	0.878915834372543	84	3	subtrain	2
#F8766D	0.878915834372543	85	3	subtrain	2
#F8766D	0.880783770507663	86	3	subtrain	2
#F8766D	0.888176195491748	87	3	subtrain	2
#F8766D	0.90962719657738	88	3	subtrain	2
#F8766D	0.90962719657738	89	3	subtrain	2
#F8766D	0.90962719657738	90	3	subtrain	2
#F8766D	0.90962719657738	91	3	subtrain	2
#F8766D	0.90962719657738	92	3	subtrain	2
#F8766D	0.90962719657738	93	3	subtrain	2
#F8766D	0.90962719657738	94	3	subtrain	2
#F8766D	0.90962719657738	95	3	subtrain	2
#F8766D	0.90962719657738	96	3	subtrain	2
#F8766D	0.90962719657738	97	3	subtrain	2
#F8766D	0.911367858153681	98	3	subtrain	2
#F8766D	0.911367858153681	99	3	subtrain	2
#F8766D	0.911367858153681	100	3	subtrain	2
#F8766D	0.911367858153681	101	3	subtrain	2
#F8766D	0.911367858153681	102	3	subtrain	2
#F8766D	0.911367858153681	103	3	subtrain	2
#F8766D	0.918261566101582	104	3	subtrain	2
#F8766D	0.918261566101582	105	3	subtrain	2
#F8766D	0.923360972812938	106	3	subtrain	2
#F8766D	0.923360972812938	107	3	subtrain	2
#F8766D	0.923360972812938	108	3	subtrain	2
#F8766D	0.923360972812938	109	3	subtrain	2
#F8766D	0.923360972812938	110	3	subtrain	2
#F8766D	0.923360972812938	111	3	subtrain	2
#F8766D	0.955907618546092	112	3	subtrain	2
#F8766D	0.989099037806073	113	3	subtrain	2
#F8766D	0.989099037806073	114	3	subtrain	2
#F8766D	0.989099037806073	115	3	subtrain	2
#F8766D	1.12088287269631	116	3	subtrain	2
#F8766D	1.15589236972377	117	3	subtrain	2
#F8766D	1.15589236972377	118	3	subtrain	2
#F8766D	1.30371301351489	119	3	subtrain	2
#F8766D	1.59549478376676	120	3	subtrain	2
#00BFC4	1.02873546823449	60	4	validation	2
#00BFC4	1.02873546823449	61	4	validation	2
#00BFC4	1.02873546823449	62	4	validation	2
#00BFC4	1.02873546823449	63	4	validation	2
#00BFC4	1.02873546823449	64	4	validation	2
#00BFC4	1.02873546823449	65	4	validation	2
#00BFC4	1.0313755644007	66	4	validation	2
#00BFC4	1.0313755644007	67	4	validation	2
#00BFC4	1.0313755644007	68	4	validation	2
#00BFC4	1.0313755644007	69	4	validation	2
#00BFC4	1.0313755644007	70	4	validation	2
#00BFC4	1.0313755644007	71	4	validation	2
#00BFC4	1.0313755644007	72	4	validation	2
#00BFC4	1.0313755644007	73	4	validation	2
#00BFC4	1.0313755644007	74	4	validation	2
#00BFC4	1.0313755644007	75	4	validation	2
#00BFC4	1.0313755644007	76	4	validation	2
#00BFC4	1.02071749621864	77	4	validation	2
#00BFC4	1.02071749621864	78	4	validation	2
#00BFC4	1.02071749621864	79	4	validation	2
#00BFC4	1.02071749621864	80	4	validation	2
#00BFC4	1.02071749621864	81	4	validation	2
#00BFC4	1.02071749621864	82	4	validation	2
#00BFC4	1.02071749621864	83	4	validation	2
#00BFC4	1.02071749621864	84	4	validation	2
#00BFC4	1.02071749621864	85	4	validation	2
#00BFC4	0.995735208131567	86	4	validation	2
#00BFC4	0.995735208131567	87	4	validation	2
#00BFC4	1.02873546823449	88	4	validation	2
#00BFC4	1.02873546823449	89	4	validation	2
#00BFC4	1.02873546823449	90	4	validation	2
#00BFC4	1.02873546823449	91	4	validation	2
#00BFC4	1.02873546823449	92	4	validation	2
#00BFC4	1.02873546823449	93	4	validation	2
#00BFC4	1.02873546823449	94	4	validation	2
#00BFC4	1.02873546823449	95	4	validation	2
#00BFC4	1.02873546823449	96	4	validation	2
#00BFC4	1.02873546823449	97	4	validation	2
#00BFC4	1.02340663472943	98	4	validation	2
#00BFC4	1.02340663472943	99	4	validation	2
#00BFC4	1.02340663472943	100	4	validation	2
#00BFC4	1.02340663472943	101	4	validation	2
#00BFC4	1.02340663472943	102	4	validation	2
#00BFC4	1.02340663472943	103	4	validation	2
#00BFC4	1.00979127259603	104	4	validation	2
#00BFC4	1.00979127259603	105	4	validation	2
#00BFC4	1.01801160284272	106	4	validation	2
#00BFC4	1.01801160284272	107	4	validation	2
#00BFC4	1.01801160284272	108	4	validation	2
#00BFC4	1.01801160284272	109	4	validation	2
#00BFC4	1.01801160284272	110	4	validation	2
#00BFC4	1.01801160284272	111	4	validation	2
#00BFC4	1.04942006709434	112	4	validation	2
#00BFC4	1.07157019505598	113	4	validation	2
#00BFC4	1.07157019505598	114	4	validation	2
#00BFC4	1.07157019505598	115	4	validation	2
#00BFC4	1.16607413829816	116	4	validation	2
#00BFC4	1.20128144652552	117	4	validation	2
#00BFC4	1.20128144652552	118	4	validation	2
#00BFC4	1.33763808699836	119	4	validation	2
#00BFC4	1.59564699483926	120	4	validation	2
